,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Classification
0,-0.039276146640380226,0.09955133125185966,-0.11079120123758912,-0.003439223704238733,-0.09712933003902435,-0.10609735983113448,0.29524409770965576,-0.009641072402397791,-0.17864321420590082,0.012115400284528732,-0.10562105601032575,0.036473953475554786,-0.7942032814025879,-0.026368350566675264,-0.026278658925245207,0.06816677376627922,-0.04090047379334768,-0.1662705565492312,0.02441272760430972,-0.0700237403313319,0.04479203994075457,-0.08167390773693721,0.0017160317705323298,0.07887478669484456,-0.13217328488826752,1.0
1,0.000285161126937185,0.07368574797042779,-0.012886158456759793,0.033695430627890995,-0.04744349153978484,0.06730131944641471,0.2935918803725924,-0.03239971440884152,-0.09380519762635231,0.04213740822992155,-0.1044821213664753,0.09970205702951976,-0.8343656063079834,-0.07288618572056293,-0.022682255258717175,0.09980400225945882,0.04192216960447175,-0.1285186926169055,0.03425920382142067,-0.10169541543083531,0.06606591599328178,0.08969540415065629,0.03932434373668262,0.0760765995032021,-0.06943753428225007,1.0
2,-0.13305781222879887,0.15462443581782281,-0.125481212628074,0.03044946421869099,0.03033808059990406,-0.06305867480114102,0.24914684146642685,-0.13340269913896918,-0.06525576114654541,-0.0012217304902151227,-0.006167254410684109,-0.018711754586547613,-0.7663697302341461,0.03925425966735929,0.07563204737380147,-0.029124182648956776,-0.02615602833975572,-0.05264005670323968,0.11239906866103411,-0.12371335737407207,0.023228958249092102,-0.0866851145401597,-0.06576889770803973,-0.006737827323377132,-0.06288049655267969,1.0
3,-0.19268438778817654,0.0610902844928205,0.15969495475292206,-0.04594051092863083,0.0040858142310753465,0.05260223988443613,0.21813780441880226,-0.21370866522192955,0.014493092894554138,0.1298808678984642,-0.03391600027680397,0.061705902218818665,-0.733713686466217,0.13696596398949623,0.036566673777997494,-0.000144127756357193,0.04329279811645392,-0.013382881879806519,-0.0071740588173270226,-0.03530639968812466,-0.12959133833646774,-0.05503399856388569,0.20532207749783993,-0.003902796655893326,0.07487117126584053,1.0
4,0.03409058414399624,0.054442993054787316,-2.7042503158251446e-05,-0.0198041374484698,-0.05800668150186539,0.06820902228355408,0.38101370135943097,-0.05628038725505272,-0.1136110673348109,0.07610161827566723,-0.1490131417910258,0.05953772428135077,-0.8107953866322836,-0.06898854424556096,0.056991404853761196,0.11721660941839218,0.00969598131875197,-0.09433020775516827,0.014579683309420943,-0.07784633710980415,0.07536191803713639,0.07718337203065555,-0.01069963350892067,0.029009123643239338,-0.062343750769893326,1.0
5,-0.07903496051828067,0.14644337404105398,0.04950306820683181,0.06629627446333568,-0.07854978916131788,0.09490634733811021,0.13908168632123205,-0.09926164046757752,-0.01388720873122414,0.08459359779953957,0.036452509462833405,0.023658510090576276,-0.7019092175695631,-0.024897212731755443,0.07058811094611883,0.002016351661748356,0.16503195506003168,-0.06792257759823567,0.027325197019510798,0.003542095215784179,-0.038466325547132224,0.04102624484544827,0.07607120969462106,0.09859724725700086,0.13710647945602736,1.0
6,0.05286688525229692,0.04642527233809233,-0.03205054458230734,0.04889947883784771,-0.03680836707353592,0.10176622159779072,0.2930849313735962,-0.059548798389732836,-0.11310639902949333,0.03881638257298618,-0.11014439463615418,0.07280277870595456,-0.8378019213676453,-0.02544669881463051,0.06506908778101206,0.10782090872526169,0.024214404076337813,-0.06277989093214273,-0.019941324135288596,-0.03607104616239667,0.033747358532855286,0.05506152398884297,0.044330007210373876,0.016934998333454132,-0.07059235101332888,1.0
7,-0.055220102558710744,0.1220100208052567,0.08295485758156117,-0.08942560053297452,0.005024134247962918,-0.013111879638537565,0.2249291477991002,-0.13250230891363962,-0.003543019207427278,0.02096183242247207,-0.014841816521116666,0.08922507174845253,-0.7448294035026005,0.08899292981784258,0.0788658226707152,-0.0025666156683915426,0.06317354698798486,-0.055962499098054,-0.039871164630832415,-0.06004945967080338,-0.088440137516175,0.040429138245859315,0.12105425859668426,-0.045329130720347166,-0.01964576163196138,1.0
8,-0.01759326383471489,0.22231035977602004,-0.20129579305648804,0.05563446646556258,0.14996151477098466,0.05193658098578453,0.10988448411226273,-0.3285052731633186,0.1206514522433281,-0.07516352087259293,-0.12377605885267258,0.21443517431616782,-0.4254168584942818,0.07633913308382034,0.183525650203228,0.03132744282484055,-0.019741745293140413,0.0976867824792862,0.25672522485256194,-0.10092969797551632,-0.05781922750174999,0.003739512711763382,-0.048946413397789004,-0.06673174481838942,-0.10870907008647919,1.0
9,-0.06436065302437378,0.1042255237698555,0.03693352185655385,-0.005003550788387656,-0.020972832416494686,0.03135949035640806,0.24409495087133515,-0.08343104788542001,-0.030377421321140394,0.040753734660231404,-0.044939482041324176,0.019696650974866416,-0.7537035892407099,-0.041985030027313366,0.04756316666801771,0.055886262070594564,0.07449311338779,-0.10570076894428995,-0.052730597594442465,-0.07123295607743785,-0.0097805209354394,-0.020724878335992496,0.04091813515212076,0.030063172918744385,0.013014042232599523,1.0
